main_id,id,version,hip,tyc,ucac,twomass,sdss,allwise,gaia,apass,kic,objtype,typesrc,ra,dec,posflag,pmra,e_pmra,pmdec,e_pmdec,pmflag,plx,e_plx,parflag,gallong,gallat,eclong,eclat,bmag,e_bmag,vmag,e_vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,jmag,e_jmag,hmag,e_hmag,kmag,e_kmag,twomflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,gaiamag,e_gaiamag,tmag,e_tmag,tessflag,spflag,teff,e_teff,logg,e_logg,mh,e_mh,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_ebv,epos_ebv,ebvflag,eneg_mass,epos_mass,eneg_rad,epos_rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_teff,epos_teff,teffflag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareflag,vmagflag,bmagflag,splists,e_ra,e_dec,ra_orig,dec_orig,e_ra_orig,e_dec_orig,raddflag,wdflag,objid,CCD,sector,otype,sp_type,sp_qual,nbref
HD 198208,76917955,20190415,102780.0,6348-01451-1,360-208251,20492054-1802088,,J204920.56-180209.5,6.858844694749343e+18,,,STAR,tmgaia2,312.335593972446,-18.0358568818597,tmgaia2,1.6479,0.123016,-34.0621,0.0841528,gaia2,4.03556,0.0731121,gaia2,28.6344754835338,-33.8891398195987,309.820598319506,-0.256120905447097,7.601,0.016,6.2,0.03,,,,,,,,,,,4.06,0.216,3.213,0.206,3.063,0.278,CCD-333-111-000-0-0,,1.89,,2.675,0.486,2.835,0.016,2.739,0.019,5.70916,0.00130535,4.93943,0.0062,rered,gaia2,4267.0,122.0,,,,,34.6625,,,,,,GIANT,,,246.17,4.4665,0.0272961,0.006807185,,,,,,0.00783795,0.00577642,panstarrs,,,,,,,,,,,4.387,4.546,bj2018,,,dered,6.46763,0.001509,4.89139,0.001946,1.0,,hipvmag,tycho2b3,,1.93155413781507,1.30499984304823,312.335601434221,-18.0360035381249,0.0603204646415386,0.0405914700071704,0.0,0,1708757224,2,92,*,K3III,C,15
* ksi01 Lib,26348809,20190415,72934.0,5586-01016-1,391-062336,14542286-1153541,,J145422.84-115353.9,6.313345056012104e+18,6253561.0,,STAR,tmgaia2,223.595308534812,-11.8983479417236,tmgaia2,-53.0226,0.209276,-8.92046,0.210954,gaia2,9.88098,0.116217,gaia2,344.344230351014,40.8836834921955,224.69154022997,4.54461458061031,6.767,0.018,5.78475,0.023,,,,,,,,,,,4.231,0.248,3.635,0.188,3.608,0.238,DCD-333-111-d0d-0-0,,3.482,0.296,3.229,0.215,3.498,0.013,3.429,0.021,5.52499,0.00233629,4.94234,0.008,rered,spect,5072.05,87.987,,,0.0918697,0.00698176,9.41525,,,,,,GIANT,,,100.935,1.19325,0.0152615,0.016529355,,,,,,0.00878141,0.0242773,panstarrs,,,,,,,,,,,,,bj2018,,,spect,6.03727,0.003836,4.89842,0.009675,1.0,,sirful,tycho2b3,,3.26264474952226,3.27116763329929,223.595075230501,-11.8983863493559,0.092154635278209,0.0950297836253913,0.0,0,933697348,2,91,PM*,K0III,C,52
HD 184268,125066656,20190415,96274.0,6889-01323-1,331-199609,19343393-2351317,,J193433.96-235131.7,6.768305615921978e+18,12240367.0,,STAR,tmgaia2,293.64142259073,-23.8588312312983,tmgaia2,3.84938,0.16224,-6.72162,0.113742,gaia2,2.49707,0.071973,gaia2,15.5067940946494,-19.6760980684946,291.53108679772,-2.16938440489537,8.226,0.018,6.51,0.03,,,,,,,,,,,3.604,0.246,2.676,0.278,2.541,0.234,DDD-333-111-000-0-0,,1.298,,1.236,,2.595,0.036,2.419,0.023,5.83943,0.00211106,4.95194,0.0066,rered,gaia2,3991.0,122.0,,,,,68.5994,,,,,,GIANT,,,396.447,11.4125,0.067154,0.0155807,,,,,,0.0176834,0.013478,panstarrs,,,,,,,,,,,11.09,11.735,bj2018,,,dered,6.78472,0.004702,4.91615,0.001318,1.0,,hipvmag,tycho2b,,2.57097600354095,1.76371638850977,293.6414407131,-23.8588601716079,0.0619527536189957,0.0502292056173252,0.0,0,1681503147,4,92,V*,K4/5III,D,15
HD 172107,423873323,20190415,,5704-00906-1,382-119027,18385314-1346368,,J183853.14-134636.7,4.1038509451423283e+18,6780458.0,,STAR,tmgaia2,279.721418210236,-13.7769281036703,tmgaia2,0.809834,0.11632,-0.60455,0.0987881,gaia2,0.802625,0.0582027,gaia2,19.2440914588198,-3.51276511816684,279.567146374561,9.34007787759306,10.361,0.063,7.969,0.015,,,,,,,,,,,2.905,0.31,1.92,0.248,1.547,0.302,DDD-333-111-000-0-0,,-1.294,,-0.528,,1.032,0.029,0.81,0.01,6.31014,0.00464617,4.9685,0.0112,rered,gaia2,3402.0,123.0,,,,,398.419,,,,,,GIANT,,,1210.25,87.86,0.328876,0.0233953,,,,,,0.0246154,0.0221752,panstarrs,,,,,,,,,,,81.63,94.09,bj2018,,,dered,8.168,0.01846,5.06556,0.012917,1.0,,tycho2v,tycho2b,,1.81721030218514,1.53234515365112,279.721421800307,-13.776930706594,0.0643863926148739,0.0588269441350371,0.0,0,1564943373,2,92,LP?,M0/1III,D,13
HD 155078,145740988,20190415,83962.0,5648-01672-1,398-068466,17094796-1031236,,J170947.97-103124.7,4.335291236411851e+18,,,STAR,tmgaia2,257.449792687164,-10.5233014975888,tmgaia2,54.386,0.263202,-107.953,0.1831,gaia2,24.0387,0.142654,gaia2,11.1482383941265,16.9885903378622,257.366395848662,12.3672689640453,5.883,0.022,5.43241,0.023,,,,,,,,,,,4.593,0.037,4.585,0.222,4.3,0.024,EDA-131-111-000-0-0,,4.306,0.27,3.948,0.17,4.306,0.013,4.265,0.025,5.31203,0.00254648,4.9798,0.007,gbprp,spect,6519.0,120.688,3.80141,0.0908785,,,2.40924,0.103116,1.34,0.228811,0.0958214,0.0229047,DWARF,9.444528,0.367323,41.5524,0.2482,0.0,0.0,500.0,0.0029357541,,,0.0021307243,0.0,0.0,,0.183008,0.274613,0.0723965,0.133835,0.0161262,0.0296832,0.114378,0.067379,0.423378,0.311268,0.2468,0.2496,bj2018,129.042,112.334,spect,5.56232,0.002916,4.93342,0.007839,1.0,,sirful,tycho2b3,,4.09900848676833,2.83979982885042,257.450030854922,-10.5237662953204,0.131592441846565,0.0996758016715127,1.0,0,1186568553,1,91,PM*,F5IV/V,D,80
* g Sgr,48774605,20190415,98258.0,6313-02321-1,373-176974,19575703-1529293,,J195757.02-152930.4,6.87813033056751e+18,,,STAR,tmgaia2,299.48758903735,-15.4914797628975,tmgaia2,24.9047,0.44586,-107.976,0.333152,gaia2,12.5821,0.284633,gaia2,26.0179840523252,-21.5440416097032,298.43919003391,5.08397406093323,5.058,0.022,5.01,0.03,,,,,,,,,,,4.883,0.037,4.877,0.027,4.814,0.018,EAA-111-111-000-0-0,,4.818,0.248,4.562,0.118,4.873,0.018,4.849,0.029,4.99555,0.00314039,4.9816,0.0068,gbprp,spect,8831.0,139.599,3.79002,0.0699866,,,3.14195,0.117196,2.22,0.302828,0.0715741,0.0127852,DWARF,54.09189,3.337105,79.3736,1.80845,0.0,0.0,322.0,0.021411937,,,0.0,0.0,0.0,,0.30781,0.297846,0.146069,0.0883231,0.00983005,0.0157403,0.0745063,0.065467,3.69647,2.97774,1.768,1.8489,bj2018,187.897,91.3002,spect,5.02519,0.002547,4.9513,0.003683,1.0,,hipvmag,tycho2b3,,6.97787012212361,5.16687384176926,299.487700308376,-15.4919446595958,0.217807519800958,0.176568706240528,1.0,0,1694185473,2,92,PM*,A2V,C,78
*   4 Cap,71644320,20190415,100062.0,6340-01866-1,341-197163,20180139-2148357,,J201801.43-214835.9,6.853183996574064e+18,,,STAR,tmgaia2,304.505818649567,-21.8099585330393,tmgaia2,34.8221,0.186264,-23.8475,0.119298,gaia2,9.24319,0.114553,gaia2,21.5004238973759,-28.3077919661499,301.755312458042,-2.0940020640949,6.856,0.018,5.86,0.03,,,,,,,,,,,4.17,0.216,3.567,0.196,3.504,0.25,CCD-333-111-000-0-0,,3.525,0.432,3.352,0.352,3.492,0.012,3.441,0.024,5.58361,0.00178508,4.99051,0.0063,rered,spect,4885.0,31.0,,,0.0,0.04,10.8213,,,,,,GIANT,,,107.881,1.3435,0.0182563,0.02358395,,,,,,0.0123018,0.0348661,panstarrs,,,,,,,,,,,,,bj2018,,,spect,6.10299,0.001269,4.94137,0.001878,1.0,,hipvmag,tycho2b3,,2.94174486066626,1.85004787573623,304.50598013713,-21.8100612098547,0.0957672121391867,0.0586179695582859,0.0,0,1701253965,1,92,HB*,G8III,C,41
*  57 Sgr,241934693,20190415,97783.0,6321-02021-1,355-190792,19521200-1902420,,J195212.01-190242.5,6.870272159619886e+18,,,STAR,tmgaia2,298.049991739509,-19.0449808311479,tmgaia2,3.55412,0.332309,-65.9443,0.173731,gaia2,8.77548,0.240338,gaia2,21.9228059879279,-21.668160119326,296.406468874803,1.8597756776245,6.86,0.018,5.88,0.03,,,,,,,,,,,4.172,0.244,3.533,0.228,3.472,0.224,DDD-333-111-dd0-0-0,,3.401,0.345,3.104,0.334,3.392,0.012,3.354,0.024,5.60048,0.00145815,4.99096,0.0067,rered,spect,4649.0,5.0,,,,,13.2811,,,,,,GIANT,,,113.742,3.137,0.0391074,0.03696935,,,,,,0.0282935,0.0456452,panstarrs,,,,,,,,,,,,,bj2018,,,spect,6.13575,0.00139,4.94102,0.005824,1.0,,hipvmag,tycho2b3,,5.2248884994209,2.694495321988,298.05000792809,-19.0452647579981,0.149209401546861,0.0947044797513429,0.0,0,1691726917,3,92,PM*,K0III,C,44
HD 143900,67232805,20190415,78699.0,6784-01423-1,327-078158,16035470-2443348,,J160354.73-244334.5,6.236017021717925e+18,,,STAR,tmgaia2,240.977928625952,-24.726312647702,tmgaia2,-4.83823,0.148195,5.17212,0.100475,gaia2,6.41783,0.113776,gaia2,349.120690980878,20.4227938010654,243.788647883102,-3.88931961860328,7.621,0.016,6.22,0.03,,,,,,,,,,,3.959,0.288,3.249,0.22,3.113,0.258,DDD-333-111-000-0-0,,2.191,,2.66,0.415,2.888,0.012,2.877,0.018,5.74898,0.00126,4.99283,0.0062,rered,gaia2,4304.0,122.0,,,,,20.7421,,,,,,GIANT,,,155.208,2.763,0.0213739,0.017709715,,,,,,0.00819493,0.0272245,panstarrs,,,,,,,,,,,2.715,2.811,bj2018,,,dered,6.49393,0.001554,4.94974,0.001695,1.0,,hipvmag,tycho2b3,,2.35397713393045,1.55789748424193,240.977905692013,-24.7262903788536,0.106767141589588,0.0408241962700089,0.0,0,1027918043,3,91,*,K2/3III,D,26
*  21 Cap,442521417,20190415,103703.0,6349-01248-1,363-196137,21005178-1731512,,J210051.74-173151.2,6.88198237076694e+18,,,STAR,tmgaia2,315.215689970973,-17.5308954661398,tmgaia2,-30.6917,0.116027,-16.7082,0.0931169,gaia2,5.82166,0.0702598,gaia2,30.4167745037112,-36.2659653357138,312.59618280461,-0.525325320684738,7.317,0.017,6.07,0.03,,,,,,,,,,,4.021,0.184,3.303,0.176,3.189,0.224,CCD-333-111-000-0-0,,3.175,0.542,2.911,0.533,3.138,0.014,3.087,0.021,5.68234,0.00123798,4.99295,0.0068,rered,gaia2,4553.0,122.0,,,,,20.1568,,,,,,GIANT,,,170.966,2.0695,0.0296377,0.0148908,,,,,,0.0162411,0.0135405,panstarrs,,,,,,,,,,,2.045,2.094,bj2018,,,dered,6.33371,0.002214,4.95419,0.006363,1.0,,hipvmag,tycho2b3,,1.82072516408212,1.44424984873434,315.215551389699,-17.5309674042719,0.0619300758471983,0.0520407586068006,0.0,0,1710820314,2,92,*,K3III,C,23
HD 149165,414158559,20190415,81069.0,5635-00928-1,388-072185,16333122-1233367,,J163331.19-123336.6,4.330869069363871e+18,6383045.0,,STAR,tmgaia2,248.380017555215,-12.5602341771093,tmgaia2,-10.325,0.121816,3.56621,0.0743611,gaia2,2.8442,0.0535201,gaia2,3.95896001902208,23.1171967363004,248.628718950806,9.28942655136905,9.385,0.027,7.41,0.03,,,,,,,,,,,3.483,0.28,2.417,0.208,2.131,0.24,DCD-333-111-d00-0-0,,-0.661,,-0.156,,1.841,0.015,1.714,0.018,6.20674,0.00092348,5.01249,0.0062,rered,gaia2,3737.0,122.0,,,,,88.2506,,,,,,GIANT,,,348.261,6.544,0.333004,0.1435733,,,,,,0.242179,0.0449676,panstarrs,,,,,,,,,,,6.423,6.665,bj2018,,,dered,7.65414,0.003476,5.05527,0.002211,1.0,,hipvmag,tycho2b,,1.90015988263704,1.15288295289607,248.379972010371,-12.5602188225977,0.0482492820352809,0.0256737883774437,0.0,0,1083791628,4,91,V*,M1III,C,17
V* FR Vir,79014697,20190415,69126.0,6146-01111-1,354-067410,14090031-1914441,,J140900.32-191444.5,6.29026860904747e+18,,,STAR,tmgaia2,212.251363453602,-19.2455948130172,tmgaia2,-7.37834,0.487639,-54.5041,0.709377,gaia2,3.01389,0.178041,gaia2,327.072852311275,39.9622198428437,216.617131950107,-5.85514118269163,8.641,0.017,7.08,0.03,,,,,,,,,,,3.491,0.268,2.572,0.21,2.306,0.266,DCD-333-111-000-0-0,,0.672,,0.709,,2.106,0.009,1.946,0.019,6.0834,0.00519636,5.01604,0.01,rered,gaia2,3633.0,123.0,,,,,69.2359,,,,,,GIANT,,,330.485,20.0235,0.0612828,0.010260905,,,,,,0.00904531,0.0114765,panstarrs,,,,,,,,,,,18.835,21.212,bj2018,,,dered,7.40203,0.019358,4.99133,0.005764,1.0,,hipvmag,tycho2b3,,7.66709490862663,10.9964231587137,212.251329805292,-19.2458294834527,0.111859739306619,0.15408959245602,0.0,0,889538661,4,91,LP?,M2III,C,37
HD 147119,50060197,20190415,80085.0,6214-01662-1,341-080772,16204329-2150265,,J162043.30-215026.4,6.05209343103574e+18,11496079.0,,STAR,tmgaia2,245.180392993138,-21.8406719379013,tmgaia2,-0.211235,0.119741,-7.94008,0.0857235,gaia2,2.96045,0.0650181,gaia2,354.172484168791,19.5913657313217,247.067871512319,-0.355608166777594,10.129,0.0,6.8,0.03,,,,,,,,,,,3.615,0.28,2.68,0.218,2.434,0.268,DDD-333-111-000-0-0,,0.394,,1.079,,2.331,0.014,2.2,0.019,6.00482,0.00127323,5.0171,0.0062,rered,gaia2,3957.0,122.0,,,,,63.255,,,,,,GIANT,,,334.796,7.3485,0.17529,0.0179442,,,,,,0.0178591,0.0180293,panstarrs,,,,,,,,,,,7.19,7.507,bj2018,,,dered,7.09172,0.001684,5.00163,0.001464,1.0,,hipvmag,apassdr9,,1.89111730172728,1.32904031680197,245.180392013325,-21.8407061243571,0.0584273836069609,0.0294381645490268,0.0,0,1058848098,3,91,*,K5III,C,13
*  29 Oph,198568110,20190415,83331.0,6227-01060-1,356-084456,17015125-1853080,,,4.129328411898304e+18,8951619.0,,STAR,tmgaia2,255.463553285589,-18.8855354482984,tmgaia2,-32.3371,0.119511,-15.8934,0.0678621,gaia2,5.6918,0.0657226,gaia2,2.85089570059524,13.8793687996003,256.230036012,3.86157313181976,7.606,0.016,6.28,0.03,,,,,,,,,,,4.103,0.27,3.268,0.21,3.105,0.24,DCD-333-111-000-0-0,,,,,,,,,,5.7983,0.00153733,5.0178,0.0063,rered,gaia2,4389.0,122.0,,,,,23.5872,,,,,,GIANT,,,174.845,2.025,0.094416,0.0664319,,,,,,0.0742101,0.0586537,panstarrs,,,,,,,,,,,2.002,2.048,bj2018,,,dered,6.55842,0.002257,4.97755,0.00197,1.0,,hipvmag,tycho2b3,,1.87875776953962,1.05264462993047,255.463406134857,-18.8856038782735,0.0578852809708027,0.0405696047423643,0.0,0,1157681903,1,91,*,K1III,C,24
* lam Lib,220466985,20190415,77811.0,6195-01763-1,350-077556,15532005-2010012,,J155320.05-201001.5,6.246914247094935e+18,,,STAR,tmgaia2,238.33356376727,-20.167067235892,tmgaia2,-14.3219,0.722515,-19.616,0.579792,gaia2,8.56451,0.31688,gaia2,350.724295383925,25.3801111997332,240.475987946481,0.0853242215575599,4.995,0.022,5.04,0.03,,,,,,,,,,,4.987,0.037,5.001,0.027,4.903,0.021,EAA-111-111-000-0-0,,4.977,0.208,4.777,0.108,5.017,0.014,4.738,0.041,4.98943,0.00286601,5.01804,0.0079,rered,gaia2,9968.0,427.066,3.62028,0.0898968,,,4.09576,0.246282,2.552,0.373141,0.0371429,0.00950261,DWARF,149.20949,29.9097,116.674,4.357,0.0224451,0.0282222,265.0,0.00084053556,,,0.0,0.0151938,0.0412506,panstarrs,0.274953,0.471328,0.21785,0.274713,0.00758833,0.0114169,0.0670585,0.112735,21.7525,38.0669,4.197,4.517,bj2018,311.431,542.702,dered,4.98525,0.002228,4.9731,0.006256,1.0,,hipvmag,tycho2b3,,11.377340150148,8.98831912931312,238.333498076095,-20.1671516936827,0.245684125201742,0.166546978958434,1.0,0,1011183258,2,91,SB*,B3V,C,221
HD 172137,423804974,20190415,91448.0,6267-02197-1,375-137363,18390252-1502212,,J183902.50-150221.2,4.1034256746755016e+18,,,STAR,tmgaia2,279.760499050054,-15.0392692064209,tmgaia2,-15.7348,0.111984,-1.58229,0.0932949,gaia2,3.07807,0.0624923,gaia2,18.134531890275,-4.1204507174789,279.51839613811,8.07808907309694,9.474,0.032,7.48,0.03,,,,,,,,,,,3.281,0.248,2.249,0.208,1.978,0.236,DCD-333-111-000-0-0,,-0.614,,-0.013,,1.752,0.026,1.579,0.02,6.17663,0.00271554,5.02224,0.0071,rered,gaia2,3434.0,122.0,,,,,78.3155,,,,,,GIANT,,,322.084,6.536,0.0635153,0.0327916,,,,,,0.0176176,0.0479656,panstarrs,,,,,,,,,,,6.406,6.666,bj2018,,,dered,7.71056,0.008652,5.00055,0.003816,1.0,,hipvmag,tycho2b,,1.75183895396488,1.447121926148,279.760428900241,-15.0392760190692,0.0600673505772248,0.0551423313290736,0.0,0,1565334391,2,92,V*,M1III,C,20
,522627916,20190415,,,,,,,6.860945174275852e+18,,,STAR,tmgaia2,307.214967760372,-17.8140290720875,tmgaia2,-14.9368,0.237715,-33.4589,0.130692,gaia2,33.9068,0.158164,gaia2,26.7958773294712,-29.2702338951387,305.165158903359,1.19793705625029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69676,0.000425,5.0421,0.0471,gbprp,gaia2,,,,,,,,,,,,,,,,29.4687,0.1384,0.0,0.0,,,,429135124.0,,0.0,0.0,,,,,,,,,,,,0.1378,0.139,bj2018,,,,10.964,0.548535,5.24878,0.181013,1.0,,,,,3.73102558722088,2.02678500263096,307.214900210435,-17.814173131253,0.104625772473607,0.0655104557592286,-1.0,0,1704092631,2,92,,,,
HD 186185,422856892,20190415,97063.0,6299-02606-1,373-174965,19433352-1528122,,J194333.65-152814.1,4.181857103177308e+18,9816098.0,,STAR,tmgaia2,295.889782186282,-15.4700211613609,tmgaia2,146.25,0.43406,-204.54,0.331812,gaia2,27.6508,0.281981,gaia2,24.5526321346798,-18.3619527673409,295.020913729826,5.74870155895695,5.933,0.022,5.49,0.03,,,,,,,,,,,4.629,0.037,4.199,0.208,4.369,0.036,ECE-131-111-000-0-0,,4.359,0.249,4.06,0.122,4.397,0.015,4.336,0.025,5.38007,0.00248835,5.0568,0.0066,gbprp,gaia2,6472.0,121.833,3.93087,0.0892641,,,2.0601,0.0913368,1.32,0.217248,0.150977,0.0356053,DWARF,6.7084675,0.2801545,36.1348,0.37105,0.0,0.0,432.0,0.0053736432,,,0.0,0.0,0.0,,0.200047,0.234448,0.105561,0.0771126,0.0489108,0.0222999,0.113605,0.0649232,0.226045,0.334264,0.3673,0.3748,bj2018,125.727,117.939,dered0,5.62855,0.003591,5.01659,0.005515,1.0,,hipvmag,tycho2b3,,6.79418948413691,5.14653140966432,295.890435544872,-15.470901820659,0.246504795428641,0.188286874915398,1.0,0,1687139099,3,92,PM*,F6IV-V,C,89
HD 178291,187912870,20190415,94040.0,6291-00976-1,356-178434,19084421-1857101,,,4.0870595471069343e+18,9667914.0,,STAR,tmgaia2,287.184245897988,-18.9527879212394,tmgaia2,21.3348,0.0871245,1.27023,0.0737036,gaia2,3.51748,0.0530446,gaia2,17.7147297077263,-12.2145988021474,286.257639401207,3.52188629226057,8.144,0.014,6.57,0.03,,,,,,,,,,,3.848,0.256,2.957,0.216,2.747,0.258,DCD-333-111-000-0-0,,,,,,,,,,5.93366,0.00163555,5.06972,0.0064,rered,gaia2,4018.0,122.0,,,,,45.0654,,,,,,GIANT,,,282.087,4.2545,0.056176,0.01557786,,,,,,0.0220841,0.00907162,panstarrs,,,,,,,,,,,4.192,4.317,bj2018,,,dered,6.84865,0.003421,5.03867,0.001901,1.0,,hipvmag,tycho2b3,,1.36988113183682,1.14321965176576,287.184343021562,-18.9527824522188,0.045858607825437,0.0431295758128236,0.0,0,1652812391,3,92,*,K3III,C,18
HD 122577,189688673,20190415,68643.0,6141-00292-1,364-064238,14030408-1722014,,J140303.93-172201.2,6.29151153822317e+18,8656443.0,,STAR,tmgaia2,210.766956311931,-17.3670146480299,tmgaia2,-184.417,0.090878,-10.3702,0.082407,gaia2,6.83918,0.0497192,gaia2,326.282358307929,42.2338236807815,214.644233739914,-4.56872954708287,7.694,0.016,6.32,0.03,,,,,,,,,,,4.17,0.296,3.402,0.238,3.204,0.252,DDD-333-111-d00-0-0,,2.138,,2.793,0.513,2.993,0.011,2.912,0.019,5.83734,0.00169326,5.0699,0.0064,rered,gaia2,4389.0,122.0,,,,,18.8268,,,,,,GIANT,,,145.613,1.0625,0.0748562,0.03625205,,,,,,0.0550061,0.017498,panstarrs,,,,,,,,,,,1.055,1.07,bj2018,,,dered,6.59262,0.00308,5.03773,0.002324,1.0,,hipvmag,tycho2b3,,1.42578155826359,1.27783084774123,210.766124367895,-17.3670592992232,0.0489026550155879,0.036533152982266,0.0,0,884092015,4,91,PM*,K2/3III,D,12
HD 155970,434995865,20190415,84402.0,5657-00836-1,378-082911,17152029-1435032,,J171520.26-143503.0,4.13655172656392e+18,,,STAR,tmgaia2,258.834510335498,-14.5841555968878,tmgaia2,-8.92002,0.197385,-15.5483,0.137475,gaia2,9.35215,0.114892,gaia2,8.3819387189673,13.6418698460926,259.079178451666,8.4328414091386,7.118,0.018,5.99371,0.023,,,,,,,,,,,4.273,0.27,3.667,0.214,3.543,0.25,DCD-333-111-000-0-0,,3.501,0.363,3.265,0.275,3.465,0.016,3.44,0.023,5.69893,0.0023496,5.07672,0.0066,rered,spect,4717.0,7.0,,,,,11.0789,,,,,,GIANT,,,106.628,1.3165,0.0141378,0.1922905,,,,,,0.00625699,0.378324,panstarrs,,,,,,,,,,,,,bj2018,,,spect,6.26166,0.001858,5.03426,0.002332,1.0,,sirful,tycho2b3,,3.08603278307588,2.13226566078688,258.834470651181,-14.5842225409611,0.0999275438597142,0.0773424480131409,0.0,0,1206308510,1,91,SB*,K1III,C,36
HD 150382,153173879,20190415,81680.0,5636-00413-1,391-069438,16410781-1150189,,J164107.78-115019.0,4.336973381825904e+18,,,STAR,tmgaia2,250.282491326246,-11.8385996025726,tmgaia2,-14.9487,0.0786336,-14.9059,0.0421194,gaia2,3.11711,0.0396276,gaia2,5.78586909967235,22.0526211328456,250.392090900826,10.2686027391269,8.704,0.023,6.83633,0.023,,,,,,,,,,,3.781,0.318,2.836,0.252,2.626,0.262,DDD-333-111-000-0-0,,0.656,,1.065,,2.392,0.018,2.258,0.023,6.07224,0.000771243,5.07717,0.0061,rered,gaia2,4131.0,122.0,,,,,60.22,,,,,,GIANT,,,317.945,4.037,0.315615,0.09374015,,,,,,0.165672,0.0218083,panstarrs,,,,,,,,,,,3.987,4.087,bj2018,,,dered,7.12406,0.001469,5.08034,0.001338,1.0,,sirful,tycho2b,,1.22590563918414,0.653225591879273,250.282425565006,-11.8386637807609,0.0367625987445321,0.0221277517054276,0.0,0,1100264834,4,91,AB?,K3/4III,D,12
HD 134758,70298007,20190415,74391.0,6178-00643-1,355-071995,15121201-1906234,,J151211.99-190623.5,6.257201758915306e+18,8741680.0,,STAR,tmgaia2,228.050047130949,-19.1064838164801,tmgaia2,-41.841,0.081757,-25.0866,0.0573287,gaia2,4.64037,0.0443512,gaia2,343.173773376112,32.5483666176041,230.817531044647,-1.19031936579487,8.007,0.015,6.49,0.03,,,,,,,,,,,3.865,0.258,3.067,0.202,2.88,0.218,DCD-333-111-000-0-0,,1.861,,2.639,0.297,2.787,0.012,2.702,0.021,5.91161,0.00133709,5.08125,0.0064,rered,gaia2,4065.0,122.0,,,,,32.385,,,,,,GIANT,,,214.197,2.0505,0.0347801,0.0182316,,,,,,0.0148271,0.0216361,panstarrs,,,,,,,,,,,2.031,2.07,bj2018,,,dered,6.77029,0.003024,5.04034,0.003689,1.0,,hipvmag,tycho2b3,,1.28557918807917,0.889016696593135,228.049856479571,-19.1065918283291,0.0367047800149751,0.0273839254828089,0.0,0,953763867,2,91,*,K4III,C,16
HD 121481,2622077,20190415,68024.0,5553-01591-1,403-058143,13554796-0933356,,,3.6156050758150625e+18,3968597.0,,STAR,tmgaia2,208.949813472867,-9.55991155917861,tmgaia2,-21.9307,0.130817,-7.88813,0.130441,gaia2,4.42643,0.0812668,gaia2,328.168267294149,50.1315988798322,210.288255349226,2.14870089265736,8.252,0.016,6.69322,0.023,,,,,,,,,,,3.888,0.274,2.985,0.206,2.777,0.232,DCD-333-111-00d-0-0,,,,,,,,,,5.99191,0.0021104,5.09749,0.0066,rered,gaia2,3969.0,122.0,,,,,36.0031,,,,,,GIANT,,,224.571,4.1315,0.0475696,0.0124817,,,,,,0.012024,0.0129394,panstarrs,,,,,,,,,,,4.057,4.206,bj2018,,,dered,6.954,0.002947,5.05656,0.003516,1.0,,sirful,tycho2b3,,2.03558669503528,2.02274119734003,208.949717719239,-9.55994552197394,0.0586971057339902,0.0605240642746045,0.0,0,875770909,3,91,*,K5III,C,13
HD 185467,127847930,20190415,96760.0,6889-02261-1,333-211634,19400716-2325447,,J194007.21-232544.8,6.768668179881479e+18,12253982.0,,STAR,tmgaia2,295.029851179564,-23.429084281421,tmgaia2,28.1794,0.120511,-12.0626,0.0780807,gaia2,7.63989,0.075555,gaia2,16.4328739233957,-20.6992656540736,292.857076480894,-1.95407289593313,7.002,0.018,5.97,0.03,,,,,,,,,,,4.332,0.286,3.757,0.226,3.783,0.246,DDD-333-111-000-0-0,,3.661,0.387,3.349,0.259,3.639,0.034,3.574,0.022,5.69817,0.00153663,5.10196,0.0067,rered,gaia2,5005.0,123.0,,,,,12.0552,,,,,,GIANT,,,130.421,1.295,0.0448833,0.0166394,,,,,,0.0200199,0.0132589,panstarrs,,,,,,,,,,,1.282,1.308,bj2018,,,dered,6.22677,0.002458,5.06222,0.004936,1.0,,hipvmag,tycho2b3,,1.90856172004817,1.21092453253958,295.029983409512,-23.4291362176715,0.0588354363936148,0.0403869233847478,0.0,0,1685170823,4,92,RG*,K0III,C,24
